Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
30-11-2024,18:36:50,"""CNR8819329""",Completed,"""CID6695773""",Go Sedan,Vaishali,Tilak Nagar,6,44.4,2,Driver issue,3,Customer related issue,1,No proper reason,758,41.42,4.9,3.6,Cash
04-11-2024,13:46:26,"""CNR3734278""",Incomplete,"""CID6462328""",Auto,Kashmere Gate ISBT,Laxmi Nagar,7.9,16.7,2,Driver issue,3,Customer related issue,1,Other Issue,629,17.52,3.8,4,UPI
16-04-2024,19:41:40,"""CNR2472864""",Completed,"""CID7156852""",Auto,Maidan Garhi,Panchsheel Park,12.5,26.3,2,Driver issue,3,Customer related issue,1,Other Issue,273,31.69,4.4,4.8,UPI
12-09-2024,05:52:14,"""CNR3239651""",Completed,"""CID9573465""",Auto,Yamuna Bank,Nirman Vihar,11.1,19.6,2,Driver issue,3,Customer related issue,1,Other Issue,117,33.74,4.5,3.7,Debit Card
07-06-2024,18:08:10,"""CNR2646387""",Completed,"""CID8652330""",Go Sedan,Khan Market,Central Secretariat,13.3,15.8,2,Driver issue,3,Customer related issue,1,Other Issue,955,36.82,3.7,3.7,UPI
01-06-2024,15:55:36,"""CNR4724814""",Completed,"""CID1251463""",Go Sedan,Pragati Maidan,Jama Masjid,9.7,31.5,2,Driver issue,3,Customer related issue,1,Other Issue,139,38.75,4.4,4.3,UPI
05-05-2024,14:17:24,"""CNR2200152""",Completed,"""CID6635464""",Go Mini,Mansarovar Park,Rohini,13.3,30.7,2,Driver issue,3,Customer related issue,1,Other Issue,255,17.07,4.3,4.4,Cash
15-01-2024,17:05:26,"""CNR5060137""",Completed,"""CID2961093""",Auto,Rithala,Aya Nagar,9.5,18,2,Driver issue,3,Customer related issue,1,Other Issue,1212,19.18,4.3,4.3,UPI
08-07-2024,17:50:10,"""CNR9291876""",Completed,"""CID9026677""",Go Sedan,Shastri Park,Indraprastha,10,23.6,2,Driver issue,3,Customer related issue,1,Other Issue,81,23.93,4.7,3.9,Debit Card
14-08-2024,17:41:00,"""CNR4212658""",Completed,"""CID5774800""",Auto,Cyber Hub,Udyog Bhawan,3.6,24.2,2,Driver issue,3,Customer related issue,1,Other Issue,940,29.09,4.2,4.6,UPI
31-07-2024,17:07:36,"""CNR7677229""",Cancelled by Driver,"""CID8986725""",Auto,Jhilmil,Vidhan Sabha,8.5,10,2,Driver issue,3,The customer was coughing/sick,1,Other Issue,879,12.5,3.8,4,UPI
08-05-2024,16:37:21,"""CNR4415643""",Completed,"""CID4718297""",eBike,Saidulajab,Hauz Khas,10,17.9,2,Driver issue,3,Customer related issue,1,Other Issue,98,27.55,4.2,4.1,Cash
29-07-2024,12:28:32,"""CNR4092218""",Completed,"""CID5726360""",Premier Sedan,Tughlakabad,Meerut,5.9,15.5,2,Driver issue,3,Customer related issue,1,Other Issue,724,14,4.1,4.2,Cash
09-08-2024,16:41:35,"""CNR8034979""",Completed,"""CID1915443""",eBike,Kashmere Gate,Karkarduma,8,25.3,2,Driver issue,3,Customer related issue,1,Other Issue,749,47.3,4.4,4.3,UPI
15-08-2024,22:15:54,"""CNR7228014""",No Driver Found,"""CID3515824""",eBike,Madipur,Saket,5.6,10,2,Driver issue,3,Customer related issue,1,Other Issue,879,12.5,3.8,4,UPI
02-10-2024,09:10:13,"""CNR1435581""",Completed,"""CID1856576""",Auto,Shastri Park,Barakhamba Road,11.5,37.4,2,Driver issue,3,Customer related issue,1,Other Issue,244,14.59,4.1,4.8,UPI
12-05-2024,01:09:07,"""CNR5373942""",No Driver Found,"""CID7792143""",Auto,Nawada,Jahangirpuri,5.6,10,2,Driver issue,3,Customer related issue,1,Other Issue,879,12.5,3.8,4,UPI
20-02-2024,18:51:34,"""CNR3434703""",Incomplete,"""CID3333217""",Auto,Shahdara,Bhiwadi,2.6,22.8,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,351,8.68,3.8,4,UPI
26-05-2024,20:45:58,"""CNR6987620""",Completed,"""CID3121337""",Auto,Tilak Nagar,Azadpur,5.4,28.9,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,585,34.14,4.6,4.1,Debit Card
24-12-2024,10:30:20,"""CNR4132145""",Completed,"""CID5140786""",Auto,DLF Phase 3,Udyog Vihar Phase 4,6.4,44.7,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,554,31.79,4.3,4.6,Cash
07-06-2024,17:11:59,"""CNR8207805""",Completed,"""CID6685791""",Bike,Laxmi Nagar,Sohna Road,10.8,28.5,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,803,25.01,4.1,4.5,Credit Card
28-04-2024,19:59:01,"""CNR1438443""",Completed,"""CID5468663""",Go Mini,Huda City Centre,Akshardham,9.4,24.8,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,388,17.56,4.2,4.7,UPI
26-01-2024,18:13:59,"""CNR6129081""",Cancelled by Customer,"""CID2998238""",Bike,Shastri Nagar,Shivaji Park,7,10,2,Wrong Address,3,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
18-01-2024,23:04:30,"""CNR1361929""",Completed,"""CID9052724""",Go Mini,Uttam Nagar,Greater Kailash,11.2,38.5,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,192,48.96,3.1,4.6,UPI
15-04-2024,19:03:28,"""CNR2687237""",Completed,"""CID4887972""",Go Mini,Mehrauli,Nawada,9,39.1,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,79,32.91,4.4,3.8,Uber Wallet
19-12-2024,20:42:59,"""CNR7486337""",No Driver Found,"""CID8581638""",Go Mini,Mansarovar Park,Manesar,5.6,10,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
22-01-2024,18:23:40,"""CNR4269906""",Completed,"""CID9683944""",Bike,Lajpat Nagar,Okhla,2.4,26.6,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,242,45.7,4,4.9,UPI
08-08-2024,21:13:51,"""CNR1224347""",Cancelled by Customer,"""CID5493342""",Go Sedan,Patel Chowk,Nirman Vihar,13.4,10,2,Driver asked to cancel,3,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
21-05-2024,20:31:57,"""CNR1401386""",Completed,"""CID2154950""",Go Mini,Botanical Garden,Azadpur,5.4,32.6,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,323,38.32,4.4,3.7,Uber Wallet
17-08-2024,12:35:03,"""CNR2013487""",Cancelled by Driver,"""CID4175153""",Auto,Bahadurgarh,Pragati Maidan,7.7,10,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
02-06-2024,21:27:23,"""CNR7409512""",Completed,"""CID5474366""",Auto,Karol Bagh,Palam Vihar,5.4,24.4,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,799,9.1,4.2,4.6,UPI
11-03-2024,22:20:11,"""CNR7658099""",Cancelled by Customer,"""CID8951576""",eBike,Azadpur,Raj Nagar Extension,19.1,10,2,Change of plans,3,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
20-11-2024,16:42:58,"""CNR1980045""",Completed,"""CID9418411""",Premier Sedan,Ramesh Nagar,Greater Kailash,2.9,39.3,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,134,49.26,4.1,4.9,UPI
23-10-2024,10:50:53,"""CNR8584951""",Cancelled by Driver,"""CID2820460""",Go Mini,Malviya Nagar,Lajpat Nagar,3.9,10,2,Driver issue,3,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
10-08-2024,18:36:43,"""CNR2607733""",Cancelled by Customer,"""CID5637874""",Bike,Dwarka Sector 21,Malviya Nagar,18.5,10,2,Change of plans,3,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
06-05-2024,19:24:18,"""CNR6693847""",Cancelled by Customer,"""CID6386344""",Bike,Noida Film City,Keshav Puram,16.1,10,2,Driver asked to cancel,3,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
13-11-2024,06:51:43,"""CNR9749627""",Completed,"""CID3065827""",Go Sedan,Nirman Vihar,Satguru Ram Singh Marg,13.7,40.7,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,113,8.21,4.3,5,UPI
16-09-2024,16:07:51,"""CNR1706908""",Incomplete,"""CID1807270""",Go Mini,Pragati Maidan,Faridabad Sector 15,2.3,19.6,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,84,16.09,3.8,4,Uber Wallet
16-05-2024,12:35:33,"""CNR6236514""",Completed,"""CID3761463""",Auto,Tughlakabad,Ramesh Nagar,12.1,32.5,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,81,11.94,4,4.5,UPI
15-02-2024,19:11:02,"""CNR9048385""",Completed,"""CID5242973""",Go Sedan,India Gate,Kashmere Gate,4.5,43.1,2,Driver issue,3,Customer related issue,1,Vehicle Breakdown,992,8.23,5,4.6,UPI
01-08-2024,06:16:08,"""CNR1903168""",Completed,"""CID1051794""",Premier Sedan,Maidan Garhi,Samaypur Badli,3.6,26.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,513,49.5,4.3,4.9,UPI
02-05-2024,19:16:35,"""CNR2922907""",Completed,"""CID4507250""",Premier Sedan,Barakhamba Road,Noida Film City,5.8,38.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,635,37.37,4.3,4.6,UPI
27-08-2024,06:04:30,"""CNR7621341""",Completed,"""CID1429306""",Uber XL,Kashmere Gate,Jor Bagh,6.9,17,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,242,35.38,4.4,4.9,UPI
20-10-2024,12:47:05,"""CNR5803828""",Completed,"""CID1039074""",Bike,Barakhamba Road,DLF City Court,12.5,20.6,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1114,34.81,4.1,4.2,Uber Wallet
25-06-2024,23:08:22,"""CNR4868713""",Completed,"""CID2089650""",Bike,Gurgaon Sector 56,Cyber Hub,9,37.7,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,372,20.92,3.8,4.6,UPI
13-02-2024,06:11:32,"""CNR2575334""",Cancelled by Driver,"""CID7330180""",Bike,Ghitorni Village,Faridabad Sector 15,6.2,10,2,Driver issue,1,The customer was coughing/sick,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
10-07-2024,16:51:38,"""CNR3841045""",Completed,"""CID1210899""",Go Mini,Ashram,Yamuna Bank,3.5,40.2,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,387,23.39,4.3,4.7,Uber Wallet
10-06-2024,07:38:34,"""CNR5265040""",Completed,"""CID3076700""",Go Sedan,Gurgaon Sector 29,Mansarovar Park,7.1,31.6,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,767,30.82,4.6,4.9,UPI
11-07-2024,14:42:27,"""CNR8112878""",Completed,"""CID4809063""",Auto,Shahdara,Paharganj,7.1,24.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,447,21.31,4.5,4.1,UPI
20-06-2024,07:14:32,"""CNR4617937""",Completed,"""CID7348314""",Premier Sedan,Sultanpur,Delhi Gate,6.7,33.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,500,20.41,4.3,4.7,Credit Card
18-11-2024,16:38:12,"""CNR7311169""",Cancelled by Driver,"""CID2529885""",eBike,Noida Film City,Vasant Kunj,7.2,10,2,Driver issue,1,Personal & Car related issues,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
05-03-2024,12:21:00,"""CNR7340396""",Completed,"""CID7334750""",Go Mini,Gurgaon Sector 29,Dilshad Garden,3.7,38.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,446,25.94,4.9,4.3,Debit Card
12-01-2024,09:19:16,"""CNR4259279""",Cancelled by Driver,"""CID7993999""",eBike,Jor Bagh,Golf Course Road,11.6,10,2,Driver issue,1,The customer was coughing/sick,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
17-05-2024,01:08:21,"""CNR7554746""",Completed,"""CID3234126""",eBike,Huda City Centre,Aya Nagar,2.6,32.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,125,39.16,4.1,4.9,UPI
13-05-2024,21:08:35,"""CNR9430550""",Completed,"""CID3901448""",Go Sedan,Dilshad Garden,Subhash Nagar,11.4,17.2,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,419,23.79,4.3,4.7,Uber Wallet
04-01-2024,06:58:58,"""CNR9984761""",Cancelled by Driver,"""CID1201304""",Go Sedan,Saket,Old Gurgaon,3.3,10,2,Driver issue,1,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
19-06-2024,22:02:03,"""CNR4112922""",Completed,"""CID8248967""",Go Sedan,Basai Dhankot,Qutub Minar,4.7,17.7,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,477,41.93,4.6,4.9,Cash
01-07-2024,18:52:02,"""CNR5939223""",Cancelled by Driver,"""CID1109267""",Go Sedan,Basai Dhankot,Mandi House,5.8,10,2,Driver issue,1,The customer was coughing/sick,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
05-11-2024,17:11:41,"""CNR7645307""",Cancelled by Driver,"""CID6238168""",Go Sedan,Jor Bagh,Sadar Bazar Gurgaon,8,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
26-04-2024,21:03:12,"""CNR4722464""",Completed,"""CID7557487""",Auto,Anand Vihar,IMT Manesar,11.3,33,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,352,6.71,4.2,4.7,UPI
22-02-2024,22:48:26,"""CNR3191144""",Cancelled by Driver,"""CID5636263""",Bike,Ashram,Bhiwadi,11.1,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
04-12-2024,14:09:18,"""CNR4720063""",Completed,"""CID1461597""",Go Sedan,Munirka,Sushant Lok,7.4,39,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,117,15.63,4.6,4.5,UPI
10-11-2024,09:58:14,"""CNR6216825""",Cancelled by Driver,"""CID3685295""",Go Sedan,Vishwavidyalaya,Bhikaji Cama Place,9.4,10,2,Driver issue,1,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
12-12-2024,12:01:07,"""CNR5314934""",Completed,"""CID1026547""",Go Sedan,Tis Hazari,Arjangarh,9.3,28.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,51,29.8,4.6,3.9,UPI
02-03-2024,22:28:52,"""CNR5517193""",Completed,"""CID9143442""",Uber XL,Malviya Nagar,Sohna Road,6,26.6,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,81,5.59,4.9,4.2,Cash
12-07-2024,16:39:57,"""CNR8412946""",Cancelled by Driver,"""CID7723858""",Go Mini,Nawada,Hero Honda Chowk,8.2,10,2,Driver issue,1,The customer was coughing/sick,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
17-12-2024,19:11:24,"""CNR1867567""",Incomplete,"""CID6010303""",Premier Sedan,Qutub Minar,Ghitorni,7.2,18.4,2,Driver issue,1,Customer related issue,1,Customer Demand,635,6.57,3.8,4,UPI
29-08-2024,21:01:54,"""CNR3455701""",Completed,"""CID9643714""",Bike,Munirka,Tis Hazari,13.5,41.8,2,Driver issue,1,Customer related issue,1,Customer Demand,51,4.44,4.4,4.7,Uber Wallet
25-03-2024,18:40:11,"""CNR5149854""",Completed,"""CID9975388""",Go Sedan,Akshardham,IGNOU Road,4.9,33,2,Driver issue,1,Customer related issue,1,Customer Demand,469,26.93,4.3,4.9,UPI
30-06-2024,21:34:48,"""CNR6027511""",Completed,"""CID6080643""",Bike,Udyog Vihar Phase 4,Greater Kailash,9.9,22,2,Driver issue,1,Customer related issue,1,Customer Demand,320,28.78,4.2,4.5,UPI
18-07-2024,02:41:57,"""CNR4569804""",Completed,"""CID8474448""",Go Mini,Raj Nagar Extension,IMT Manesar,13.3,24.6,2,Driver issue,1,Customer related issue,1,Customer Demand,726,12.98,4.2,4.3,Debit Card
14-03-2024,23:23:23,"""CNR7585582""",Incomplete,"""CID1607386""",Auto,Ghitorni,Noida Film City,2,10.3,2,Driver issue,1,Customer related issue,1,Customer Demand,68,19.06,3.8,4,Cash
26-09-2024,12:23:13,"""CNR5534901""",Incomplete,"""CID9231793""",eBike,Akshardham,Keshav Puram,4.4,15.7,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,136,14,3.8,4,Debit Card
15-09-2024,20:23:02,"""CNR5784218""",Completed,"""CID1814194""",Go Sedan,Nawada,New Delhi Railway Station,8.8,16.8,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,455,43.06,3.8,4.3,UPI
12-05-2024,10:16:09,"""CNR6349771""",Completed,"""CID5577961""",Auto,Lajpat Nagar,Shivaji Park,2.6,22.2,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,995,38.96,4.7,4.9,Debit Card
16-11-2024,19:05:30,"""CNR3708287""",Completed,"""CID2958217""",Uber XL,Aya Nagar,Meerut,2.7,25.8,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1179,18.87,4.9,4.6,Uber Wallet
19-07-2024,16:57:27,"""CNR8365625""",Completed,"""CID4463605""",Bike,Lok Kalyan Marg,Maidan Garhi,11,33.1,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,525,47.88,4.2,4.6,Uber Wallet
02-12-2024,20:04:25,"""CNR7435840""",Cancelled by Driver,"""CID9084957""",Auto,Nawada,Pulbangash,11.3,10,2,Driver issue,1,Personal & Car related issues,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
08-08-2024,14:29:16,"""CNR8577529""",Cancelled by Driver,"""CID8121948""",Auto,Punjabi Bagh,Badshahpur,6.9,10,2,Driver issue,1,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
15-09-2024,22:06:40,"""CNR6158921""",Completed,"""CID4203688""",Go Sedan,Ramesh Nagar,Keshav Puram,5.1,27.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,300,5.7,4.2,4.6,UPI
30-05-2024,18:57:34,"""CNR7484371""",Completed,"""CID7265108""",Go Sedan,Maidan Garhi,Sarai Kale Khan,11.1,18.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,202,4.62,3.2,4.1,UPI
05-12-2024,07:56:34,"""CNR9301716""",Completed,"""CID4647277""",Premier Sedan,Greater Kailash,Green Park,6.3,34.1,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,475,42.26,4.3,4.2,Cash
16-07-2024,19:23:06,"""CNR6511558""",Completed,"""CID5808222""",Go Sedan,Sarojini Nagar,Saidulajab,6.1,17,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,833,19.49,4,3.4,Debit Card
14-06-2024,16:59:15,"""CNR1801249""",Cancelled by Driver,"""CID2012161""",Go Sedan,Satguru Ram Singh Marg,Kashmere Gate,3.9,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
06-01-2024,20:53:36,"""CNR5712520""",Completed,"""CID8152575""",Go Mini,Palam Vihar,Shahdara,7.3,33.1,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,158,40.36,3.7,4.9,UPI
28-02-2024,03:21:43,"""CNR1038498""",Completed,"""CID6242930""",Bike,GTB Nagar,Palam Vihar,10,36.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,155,42.59,4.7,3.2,Cash
26-04-2024,18:49:22,"""CNR2395349""",Cancelled by Driver,"""CID3389825""",Auto,Vatika Chowk,Pulbangash,9.3,10,2,Driver issue,1,More than permitted people in there,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
31-03-2024,08:32:26,"""CNR4896767""",Completed,"""CID6418422""",Auto,Cyber Hub,Mundka,10.5,33.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,107,21.68,4.3,4.9,UPI
04-04-2024,16:33:57,"""CNR5047025""",Completed,"""CID6365387""",Go Mini,Adarsh Nagar,Rohini West,6.8,22.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,151,29.9,4.6,4.6,UPI
07-05-2024,21:10:50,"""CNR7514462""",Completed,"""CID5973257""",Go Mini,Golf Course Road,Bhikaji Cama Place,10.7,30.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,187,42.27,4.3,4.8,Cash
15-06-2024,19:12:37,"""CNR5269641""",Completed,"""CID8225890""",Go Mini,IIT Delhi,Basai Dhankot,12.3,34.6,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1543,49.71,4.4,5,Cash
14-06-2024,20:58:12,"""CNR9927786""",Completed,"""CID8378909""",eBike,Punjabi Bagh,Gurgaon Sector 56,3.8,20.2,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,432,32.56,4.2,5,UPI
04-03-2024,21:24:16,"""CNR9619867""",Cancelled by Customer,"""CID9032039""",Go Sedan,Civil Lines Gurgaon,Moti Nagar,10.2,10,2,Driver is not moving towards pickup location,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
23-01-2024,10:28:09,"""CNR7250271""",Incomplete,"""CID9448818""",Go Sedan,Udyog Vihar Phase 4,Anand Vihar ISBT,4.4,23.6,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,195,14.49,3.8,4,Uber Wallet
28-10-2024,15:46:27,"""CNR5629774""",Completed,"""CID8747096""",Go Mini,Ghaziabad,Udyog Vihar,3.2,30.8,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,54,31.49,4.6,4.9,Cash
06-02-2024,10:17:43,"""CNR4578797""",Completed,"""CID1104786""",Auto,Narsinghpur,Maidan Garhi,13.4,20,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,939,21.28,3.8,5,UPI
04-12-2024,07:48:07,"""CNR5277125""",Completed,"""CID7166980""",Auto,MG Road,GTB Nagar,9.8,43.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,829,34.14,4.6,4.2,UPI
22-12-2024,17:53:25,"""CNR2343017""",Completed,"""CID9190683""",Auto,Panchsheel Park,Gwal Pahari,8.7,27.2,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,314,20.66,4.6,4.3,UPI
24-08-2024,21:09:54,"""CNR4356773""",Completed,"""CID9031824""",Go Sedan,Badarpur,Tis Hazari,11.7,30.5,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1249,24.6,4.1,3.7,Cash
18-09-2024,08:48:36,"""CNR1050716""",Completed,"""CID3789359""",Auto,Gurgaon Sector 29,South Extension,4.5,27.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,437,27.94,3.9,4.6,UPI
22-10-2024,08:41:41,"""CNR7850961""",Completed,"""CID5103518""",Go Mini,Dwarka Sector 21,Moolchand,9.6,28.1,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,83,44.57,4.6,4.5,UPI
16-06-2024,06:53:10,"""CNR1254363""",Completed,"""CID9092173""",Auto,Greater Kailash,Raj Nagar Extension,14.2,15.7,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1444,15.43,4.2,3.1,Cash
22-12-2024,09:03:55,"""CNR6569789""",Cancelled by Driver,"""CID3372949""",Go Mini,Pataudi Chowk,Meerut,6.5,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
02-07-2024,15:25:18,"""CNR6092310""",No Driver Found,"""CID4998701""",Premier Sedan,Bahadurgarh,Uttam Nagar,5.6,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
07-09-2024,04:07:03,"""CNR2742692""",Completed,"""CID6825812""",Bike,Gwal Pahari,Golf Course Road,5.8,31.4,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,1368,42.88,4.3,3.8,Cash
05-07-2024,06:41:29,"""CNR7165550""",No Driver Found,"""CID7694379""",Bike,Punjabi Bagh,Ghitorni Village,5.6,10,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
03-05-2024,21:53:28,"""CNR9101826""",Completed,"""CID1875498""",Auto,Tagore Garden,Narsinghpur,7.1,18,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,418,23.31,4.2,4.6,UPI
10-04-2024,19:13:34,"""CNR7054338""",Completed,"""CID5302286""",Premier Sedan,Samaypur Badli,IGNOU Road,11,40,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,363,31.36,4.2,4.3,UPI
06-02-2024,09:18:36,"""CNR5871454""",Completed,"""CID8316899""",Go Mini,AIIMS,Chandni Chowk,12.8,15.3,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,279,16.68,4.1,4.9,Cash
22-04-2024,17:13:32,"""CNR4399523""",Completed,"""CID2089022""",Go Mini,Hero Honda Chowk,AIIMS,5.1,39.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,332,49.06,4.4,4.6,Cash
25-09-2024,18:58:35,"""CNR9707820""",Completed,"""CID2183387""",Auto,Delhi Gate,Gurgaon Sector 29,4.7,37.9,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,448,28.34,4.3,4.9,UPI
08-07-2024,18:18:13,"""CNR2693001""",Cancelled by Customer,"""CID1889689""",Bike,Rohini West,Peeragarhi,11.2,10,2,Wrong Address,1,Customer related issue,1,Vehicle Breakdown,879,12.5,3.8,4,UPI
04-06-2024,15:49:09,"""CNR3363167""",Completed,"""CID8741995""",Go Sedan,Badarpur,Ambience Mall,12.9,29.7,2,Driver issue,1,Customer related issue,1,Vehicle Breakdown,64,38.65,3.5,5,UPI
